Code_CIS;Code_CIP13;Num_Element;Nom_Element;Recipient
65194581;3400937327848;2;solvant;flacon(s)
65210377;3400958563904;2;solvant;flacon(s)
65231841;3400930188828;2;solvant;ampoule(s)
65231841;3400936505896;2;solvant;ampoule(s)
65231841;3400938046960;2;solvant;ampoule(s)
65247870;3400955022794;2;solvant;flacon(s)
65329591;3400935780188;2;solvant;seringue(s) préremplie(s)
65346733;3400955057437;2;solvant;flacon(s)
65356777;3400930180525;2;solvant;seringue(s) préremplie(s)
65424737;3400957115623;2;solvant;seringue(s) préremplie(s)
65429054;3400935744289;2;solvant;ampoule(s)
65432189;3400930180518;2;solvant;seringue(s) préremplie(s)
65440620;3400935568960;2;solvant;ampoule(s)
65459503;3400939890173;2;solvant;ampoule(s)
65543887;3400955057024;2;solvant;flacon(s)
65547063;3400955070184;2;solvant;flacon(s)
65587061;3400955003991;2;solvant;flacon(s)
65613168;3400933963460;2;solution;seringue(s) préremplie(s)
65624481;3400957178437;2;solvant;seringue(s) préremplie(s)
65672298;3400933283100;2;solvant;flacon(s)
65675287;3400934215933;2;solvant;seringue(s) préremplie(s)
65700541;3400955016618;2;solvant;seringue(s) préremplie(s)
65700541;3400955027201;2;solvant;seringue(s) préremplie(s)
65724318;3400930252598;2;solvant;ampoule(s)
65738047;3400938458381;2;solvant;seringue(s) préremplie(s)
65853829;3400958520099;2;solvant;flacon(s)
65853829;3400958520150;2;solvant;flacon(s)
65893318;3400936249424;2;solvant;seringue(s) préremplie(s)
65910283;3400936084179;2;solvant;ampoule(s)
65913137;3400935779298;2;solvant;seringue(s) préremplie(s)
65921931;3400939354064;2;comprimé blanc placebo;plaquette(s) thermoformée(s)
65921931;3400939354125;2;comprimé blanc placebo;plaquette(s) thermoformée(s)
65967124;3400955484295;2;solution tampon;flacon(s)
65982247;3400955016557;2;solvant;seringue(s) préremplie(s)
66009288;3400958563843;2;solvant;flacon(s)
66102792;3400955004042;2;solvant;seringue(s) préremplie(s)
66105532;3400928012012;2;solvant;stylo prérempli
66127233;3400937748315;2;solvant;ampoule(s)
66151241;3400936180192;2;solvant;ampoule(s)
66180816;3400957537210;2;solvant;ampoule(s)
66192829;3400927390920;2;solvant;seringue(s) préremplie(s)
66196083;3400926919139;2;comprimé vert;plaquette(s)
66196083;3400926919368;2;comprimé vert;plaquette(s)
66206474;3400955016670;2;solvant;seringue(s) préremplie(s)
66216027;3400955029038;2;solvant;flacon(s)
66223751;3400956209774;2;solvant;flacon(s)
66228022;3400957402914;2;solvant;flacon(s)
66297965;3400934318580;2;solvant;cartouche(s) bicompartimentée(s)
66311151;3400930001424;2;solvant;seringue(s) préremplie(s)
66329427;3400955003984;2;solvant;flacon(s)
66364008;3400956493203;2;solvant 1;flacon(s)
66364008;3400956493203;3;solvant 2;flacon(s)
66390405;3400958384462;2;solvant;seringue(s) préremplie(s)
66430312;3400955022831;2;solvant;seringue(s) préremplie(s)
66441440;3400939936970;2;comprimé blanc;plaquette(s) thermoformée(s)
66441440;3400939937052;2;comprimé blanc;plaquette(s) thermoformée(s)
66449857;3400930133385;2;comprimé placebo;plaquette(s)
66457697;3400935496430;2;solvant;flacon(s)
66457697;3400935496669;2;solvant;flacon(s)
66509845;3400933282509;2;solvant;flacon(s)
66553998;3400936118102;2;solvant;seringue(s) préremplie(s)
66553998;3400936225060;2;solvant;seringue(s) préremplie(s)
66592652;3400930192252;2;solvant;ampoule(s)
66592652;3400936401488;2;solvant;ampoule(s)
66600871;3400956003549;2;solvant;ampoule(s)
66610050;3400930021125;2;solvant;seringue(s) préremplie(s)
66610050;3400930021132;2;solvant;seringue(s) préremplie(s)
66681414;3400949003853;2;solvant;ampoule(s)
66702538;3400934199691;2;solvant;cartouche(s) bicompartimentée(s)
66702538;3400949742073;2;solvant;cartouche(s) bicompartimentée(s)
66702538;3400949742134;2;solvant;cartouche(s) bicompartimentée(s)
66706942;3400930018972;2;solvant;seringue(s) préremplie(s)
66716833;3400956211555;2;solvant;flacon(s)
66716833;3400956211616;2;solvant;flacon(s)
66732143;3400935547910;2;solvant;ampoule(s)
66735584;3400955015871;2;solvant;seringue(s) préremplie(s)
66737158;3400955045052;2;solvant;flacon(s)
66743830;3400957988012;2;solvant;seringue(s) préremplie(s)
66773332;3400932141098;2;solvant;ampoule(s)
66800338;3400930071595;2;solvant;seringue(s) préremplie(s)
66803875;3400927705298;2;solvant;ampoule(s)
66807418;3400934975677;2;solvant;seringue(s) préremplie(s)
66807418;3400934975738;2;solvant;seringue(s) préremplie(s)
66883241;3400934384875;2;solvant;cartouche(s) bicompartimentée(s)
66885235;3400957541699;2;solvant;flacon(s)
66885235;3400957541750;2;solvant;flacon(s)
66954464;3400958720642;2;solvant;flacon(s)
66974680;3400936512580;2;poudre;sachet(s)-dose(s)
66990599;3400958573958;2;solvant;seringue(s) préremplie(s)
67011139;3400935981332;2;solvant;ampoule(s)
67015187;3400934315800;2;solvant;cartouche(s) bicompartimentée(s)
67079617;3400934215872;2;solvant;seringue(s) préremplie(s)
67096189;3400936078376;2;solvant;seringue(s) préremplie(s)
67126561;3400932675029;2;solvant;ampoule(s)
67136370;3400935157799;2;comprimé blanc;plaquette(s) thermoformée(s)
67136370;3400935157850;2;comprimé blanc;plaquette(s) thermoformée(s)
67162059;3400932674657;2;solvant;ampoule(s)
67173874;3400955666110;2;solution;flacon(s)
67301879;3400955006510;2;solvant;flacon(s)
67313600;3400931181040;2;solvant;ampoule(s)
67324714;3400930187371;2;comprimé placebo (blanc);plaquette(s)
67324714;3400930187388;2;comprimé placebo (blanc);plaquette(s)
67351693;3400955004035;2;solvant;seringue(s) préremplie(s)
67361246;3400939094847;5;comprimé blanc;plaquette(s)
67361246;3400939094908;5;comprimé blanc;plaquette(s)
67389167;3400936744370;2;solvant;ampoule(s)
67455336;3400956241132;2;solvant;ampoule(s)
67582344;3400958574320;2;solvant;seringue(s) préremplie(s)
67616985;3400936284890;2;solvant;ampoule(s)
67621498;3400955055174;2;solvant;flacon(s)
67621498;3400955055181;2;solvant;flacon(s)
67621498;3400956451500;2;solvant;flacon(s)
67624035;3400956451388;2;solvant;flacon(s)
67624035;3400958510106;2;solvant;flacon(s)
67624035;3400958510274;2;solvant;flacon(s)
67699931;3400933943769;2;solvant;ampoule(s)
67710662;3400955029045;2;solvant;flacon(s)
67718545;3400933048877;2;solvant;seringue(s) préremplie(s)
67719832;3400930002858;2;solvant;ampoule(s)
67730914;3400932522514;2;solution;ampoule(s)
67734275;3400930264157;2;émulsion;flacon(s)
67749124;3400933282967;2;solvant;flacon(s)
67772596;3400934125652;2;solvant;ampoule(s)
67778827;3400958720413;2;solvant;flacon(s)
67815510;3400930166253;2;solvant;seringue(s) préremplie(s)
67828333;3400936150447;2;solvant;ampoule(s)
67853742;3400955045069;2;solvant;flacon(s)
67877234;3400955015109;2;solvant;flacon(s)
67884271;3400935756466;2;solvant;seringue(s) préremplie(s)
67919092;3400933735234;2;solvant;ampoule(s)
67923589;3400930391037;2;solvant;ampoule(s)
67947298;3400957767976;2;solvant;flacon(s)
67953372;3400957714697;2;solvant;ampoule(s)
68016452;3400933283049;2;solvant;flacon(s)
68028209;3400930216415;2;solvant;flacon(s)
68071018;3400955022855;2;solvant;seringue(s) préremplie(s)
68092884;3400930236703;2;solvant;seringue(s) préremplie(s)
68132834;3400933040314;2;solvant;ampoule(s)
68160698;3400949005093;2;solvant;ampoule(s)
68173375;3400938416800;2;solvant;cartouche(s)
68179481;3400949000913;2;solvant;seringue(s) préremplie(s)
68206925;3400932557691;2;solvant;ampoule(s)
68206925;3400955062875;2;solvant;ampoule(s)
68255655;3400958720932;2;solvant;flacon(s)
68274043;3400958574030;2;solvant;seringue(s) préremplie(s)
68294455;3400958720291;2;solvant;flacon(s)
68300285;3400935569271;2;solvant;ampoule(s)
68300762;3400932610204;2;solution;ampoule(s)
68323818;3400955012436;2;solvant;flacon(s)
68329714;3400935980380;2;solvant;ampoule(s)
68337700;3400934384936;2;solvant;cartouche(s) bicompartimentée(s)
68349713;3400956445417;2;solution;flacon(s)
68399068;3400956031405;2;solvant;flacon(s)
68399068;3400956031573;2;solvant;flacon(s)
68437953;3400936056664;2;solvant;ampoule(s)
68473458;3400933996987;2;solvant;ampoule(s)
68508343;3400957874766;2;solvant;flacon(s)
68516450;3400957691363;2;solvant;flacon(s)
68516450;3400957691424;2;solvant;flacon(s)
68537836;3400930298374;2;solvant;ampoule(s)
68589847;3400930188026;2;comprimé placebo (blanc);plaquette(s)
68589847;3400930188033;2;comprimé placebo (blanc);plaquette(s)
68594342;3400933963521;2;solution;seringue(s) préremplie(s)
68613433;3400933842192;2;solvant;ampoule(s)
68628809;3400935844675;2;solvant;seringue(s) préremplie(s)
68636624;3400932440795;1;suspension;flacon(s)
68637142;3400939347431;1;comprimé;plaquette(s)
68638461;3400935996411;1;poudre;flacon(s)
68638461;3400935996411;2;solvant;seringue(s) préremplie(s)
68638760;3400930170922;1;crème;tube(s)
68640804;3400921643497;1;comprimé;plaquette(s)
68640804;3400921644098;1;comprimé;plaquette(s)
68642132;3400927550102;1;comprimé;plaquette(s)
68644101;3400936298859;1;gélule;plaquette(s)
68644101;3400956536238;1;gélule;plaquette(s)
68645071;3400930120880;1;solution;seringue(s) préremplie(s)
68645185;3400932852048;1;comprimé;plaquette(s) thermoformée(s)
68645947;3400937726481;1;comprimé;plaquette(s) thermoformée(s)
68646198;3400921903706;1;comprimé;plaquette(s)
68646248;3400957523770;1;solution;flacon(s)
68646248;3400957524081;1;solution;flacon(s)
68646248;3400957524203;1;solution;flacon(s)
68648128;3400936399327;1;solution;ampoule(s)
68648605;3400930249932;1;comprimé;plaquette(s)
68648605;3400930249949;1;comprimé;plaquette(s)
68650944;3400935764799;1;comprimé;plaquette(s)
68650944;3400936171558;1;comprimé;plaquette(s)
68652265;3400933670375;1;suspension;flacon(s) pressurisé(s)
68652429;3400938120172;1;pastille;plaquette(s) thermoformée(s)
68655083;3400937185608;1;gélule;plaquette(s)
68655884;3400930002285;1;gélule;plaquette(s) thermoformée(s)
68655884;3400955000945;1;gélule;plaquette(s) thermoformée(s)
68655884;3400956111220;1;gélule;plaquette(s) thermoformée(s)
68656210;3400939326849;1;comprimé;plaquette(s) thermoformée(s)
68656210;3400939327150;1;comprimé;plaquette(s) thermoformée(s)
68658161;3400933953645;1;comprimé;plaquette(s)
68658161;3400934373299;1;comprimé;plaquette(s)
68659391;3400934301322;1;gélule;plaquette(s) thermoformée(s)
68660276;3400930020296;1;solution;stylo prérempli
68662722;3400949972951;1;comprimé actif (blanc);plaquette(s)
68662722;3400949973033;1;comprimé actif (blanc);plaquette(s)
68663863;3400930087824;1;comprimé;plaquette(s)
68663863;3400930087831;1;comprimé;plaquette(s)
68663863;3400938284034;1;comprimé;film(s) thermosoudé(s)
68663863;3400938284263;1;comprimé;film(s) thermosoudé(s)
68664125;3400935454218;1;comprimé;plaquette(s) thermoformée(s)
68664125;3400949504190;1;comprimé;plaquette(s) thermoformée(s)
68664125;3400949505371;1;comprimé;plaquette(s) thermoformée(s)
68664125;3400949507382;1;comprimé;plaquette(s) thermoformée(s)
68664125;3400949510283;1;comprimé;plaquette(s) thermoformée(s)
68665113;3400930155196;1;comprimé;plaquette(s)
68665750;3400930174258;1;gélule;plaquette(s)
68667580;3400937719100;1;solution;seringue(s) préremplie(s)
68669720;3400930138984;1;comprimé;plaquette(s)
68670676;3400932708178;1;comprimé;plaquette(s)
68671625;3400930156841;1;gélule;plaquette(s)
68672780;3400937307628;1;solution;flacon(s)
68672848;3400937719568;1;solution;seringue(s) préremplie(s)
68673035;3400934830976;1;comprimé;tube(s)
68674482;3400957958145;1;solution;ampoule(s)
68674482;3400957958206;1;solution;ampoule(s)
68675328;3400936952218;1;comprimé;plaquette(s)
68675328;3400938018936;1;comprimé;plaquette(s)
68677400;3400930186886;1;comprimé;plaquette(s)
68678566;3400958536410;1;poudre;flacon(s)
68678566;3400958536588;1;poudre;flacon(s)
68678872;3400935940698;1;comprimé;plaquette(s) thermoformée(s)
68679426;3400937225212;1;comprimé;plaquette(s) thermoformée(s)
68679426;3400937225441;1;comprimé;plaquette(s) thermoformée(s)
68680058;3400949003419;1;comprimé;plaquette(s) thermoformée(s)
68680154;3400930078679;1;poudre de furoate de fluticasone;plaquette(s) thermoformée(s)
68680154;3400930208526;1;poudre de furoate de fluticasone;plaquette(s) thermoformée(s)
68681263;3400930198209;1;solution;cartouche(s)
68681263;3400930198223;1;solution;cartouche(s)
68684505;3400935856333;1;gélule;plaquette(s)
68684658;3400941558634;1;comprimé;plaquette(s) thermoformée(s)
68684658;3400941559174;1;comprimé;plaquette(s) thermoformée(s)
68685009;3400937560467;1;suppositoire;plaquette(s) thermoformée(s)
68685952;3400930137888;1;comprimé;plaquette(s)
68686709;3400922099224;1;comprimé;plaquette(s)
68686709;3400922099682;1;comprimé;plaquette(s)
68686890;3400955016656;1;poudre;flacon(s)
68686890;3400955016656;2;solvant;seringue(s) préremplie(s)
68687526;3400933769871;1;gel;flacon(s)
68690426;3400930264805;1;gélule;plaquette(s)
68691955;3400933388119;1;comprimé;plaquette(s) thermoformée(s)
68693244;3400930305270;1;comprimé;plaquette(s)
68694175;3400938858907;1;comprimé;plaquette(s)
68696386;3400932606351;1;comprimé;plaquette(s)
68696906;3400930174593;1;solution;seringue(s) préremplie(s)
68698437;3400930216279;1;solution;seringue(s) préremplie(s)
68699674;3400930172230;1;comprimé;plaquette(s)
