Code CIS;Code CIP13;Nature de dispositif
60178712;3400930863503;
60179839;3400930220146;
60179839;3400930220153;
60180720;3400936834651;
60180720;3400937310987;
60181231;3400958576560;
60181402;3400958459375;
60181733;3400934223976;
60182237;3400930037003;
60182486;3400935213433;
60182486;3400935629227;
60182657;3400934732881;
60182657;3400934733024;
60183061;3400956689613;
60184188;3400931922766;
60184590;3400930039892;
60185201;3400937008099;
60185201;3400937008440;
60185201;3400937300643;
60186552;3400956309122;
60186584;3400927567131;
60187348;3400949000067;
60187348;3400949000074;
60187501;3400939073385;
60187501;3400939073446;
60192594;3400936476769;
60192594;3400937394383;
60195010;3400930167212;
60195010;3400933652395;
60195156;3400930002841;
60195398;3400934872730;
60196176;3400935948625;
60196945;3400941515002;
60196977;3400957242053;
60196977;3400957242572;
60196977;3400957243173;
60197011;3400927847509;
60199966;3400955041528;
60200500;3400937721349;
60200678;3400949000890;
60200678;3400949000906;
60200938;3400930012123;avec dispositif(s) de sécurité de l'aiguille
60200938;3400938628777;
60202031;3400930124079;
60202031;3400930603338;avec compte-gouttes
60202750;3400930228531;
60203418;3400930125076;
60203546;3400930018149;
60203795;3400927849978;
60203795;3400927850110;
60204573;3400938197815;
60205159;3400930126899;avec aiguille(s)
60205159;3400930126905;avec aiguille(s)
60205458;3400936188648;
60206154;3400932889938;
60206332;3400935753274;
60207459;3400949190133;
60208251;3400935378644;
60208447;3400957043032;
60209531;3400949956982;
60209645;3400936691469;
60209645;3400936691520;
60209645;3400939231716;
60209937;3400932947980;
60210697;3400935646026;
60210811;3400930137437;
60211183;3400937920070;
60212424;3400933941178;
60213914;3400955049531;
60214350;3400936318991;
60215018;3400930145210;
60216127;3400955022817;avec dispositif(s) de transfert
60216127;3400955022817;avec filtre(s)
60216127;3400955022817;avec nécessaire de prélèvement
60216127;3400955022817;avec pansement(s)
60216127;3400955022817;avec seringue(s)
60216127;3400955022817;avec tampon(s) alcoolisé(s)
60216725;3400949021659;
60217108;3400922079004;
60219803;3400937953948;
60221042;3400939813523;
60222137;3400933127343;
60223278;3400955924593;
60223417;3400921947649;
60224316;3400937232425;
60224437;3400939867571;
60224800;3400955953920;
60225681;3400939185897;
60226897;3400933595005;
60226915;3400937711982;
60226979;3400926827137;
60227166;3400930232422;
60230550;3400934639470;
60231339;3400949000500;
60232074;3400931391937;
60232334;3400949912230;avec cathéter(s)
60232334;3400949912230;avec dispositif(s) de transfert
60232334;3400949912230;avec set de perfusion
60232359;3400922448701;
60232359;3400922448879;
60233913;3400935528988;
60234100;3400935955838;
60234100;3400956369553;
60234214;3400938827040;
60234221;3400932874798;
60234221;3400937152310;
60235330;3400935567550;
60235768;3400939313832;
60236546;3400949004058;
60236546;3400949004065;
60237790;3400939070254;
60237858;3400957101374;
60238376;3400933371548;
60238853;3400939079998;
60238853;3400939080130;
60238853;3400939080598;
60238853;3400939080710;
60239706;3400932969005;
60239802;3400930005422;
60240181;3400932896790;
60241034;3400930060797;
60241874;3400930040034;avec inhalateur(s)
60241874;3400930040034;avec valve(s) doseuse(s)
60242321;3400955810599;
60243544;3400936582088;
60244525;3400935997821;
60244525;3400935997999;
60244525;3400935998132;
60244525;3400938572735;
60245253;3400930108253;
60245253;3400938102314;
60246750;3400933904678;
60247432;3400927749872;
60247507;3400930198667;
60248000;3400927985393;
60248840;3400927549731;
60249796;3400930059838;avec aiguille(s)
60249903;3400937764452;
60250567;3400930120200;avec tampon(s) alcoolisé(s)
60251135;3400930112892;
60251135;3400930112908;
60251352;3400956083091;
60251516;3400935899095;
60252027;3400930036846;
60252027;3400930036860;
60252340;3400955801207;
60252422;3400933069001;
60252447;3400933354688;
60253606;3400930174555;
60254754;3400930165164;
60254779;3400930176399;
60254779;3400930176405;
60256036;3400955022879;avec adaptateur(s) pour flacon
60256036;3400955022879;avec matériel(s) de perfusion
60256036;3400955022879;avec pansement(s)
60256036;3400955022879;avec piston(s)
60256036;3400955022879;avec tampon(s) alcoolisé(s)
60258521;3400927738418;
60259242;3400932936984;
60259993;3400956610600;avec dispositif(s) de transfert
60260166;3400935448873;
60260166;3400935448934;
60260497;3400933895013;
60260910;3400936963443;
60261656;3400930168912;
60262879;3400949020539;
60263461;3400949002559;
60263461;3400949003389;
60264410;3400936288805;
60264830;3400933061593;
60265252;3400939454399;
60265569;3400936114838;
60265932;3400922371436;
60265932;3400930042724;
60266144;3400937444972;
60266265;3400955057901;avec nécessaire(s)
60267171;3400939749785;
60267506;3400927886768;
60268519;3400935924551;
60268519;3400935924612;
60269037;3400932205066;
60270114;3400931810315;
60270395;3400958561023;
60270452;3400927517792;
60270452;3400927517853;
60270452;3400927517914;
60270452;3400927518164;
60270712;3400949100644;
60270712;3400949101016;
60271045;3400955249955;
60271248;3400931919926;
60271248;3400957464257;
60272948;3400957714178;
60273765;3400949003501;
60274212;3400930171035;
60274212;3400930171042;
60274536;3400936387089;
60274536;3400936387140;
60274618;3400922358598;
60275086;3400933384616;
60275086;3400937784214;
60275467;3400934405679;avec pipette(s) compte-gouttes
60275990;3400938183795;
60275990;3400938183917;
60277824;3400927381935;
60279775;3400922032337;
60281114;3400939699257;
60281210;3400930186954;
60281598;3400935284112;
60282629;3400930087916;
60282789;3400949312214;
60282789;3400949312443;
60282814;3400934718236;
60282814;3400934718465;
60282846;3400936081338;
60282999;3400939104874;
60282999;3400939104935;
60284142;3400956453979;
60284377;3400922153025;
60284377;3400922153193;
60284516;3400939329161;
60286296;3400930176665;
60286296;3400930176689;
60286346;3400921830972;
60286346;3400921831054;
60286346;3400921831115;
60286556;3400933834968;
60287206;3400955004011;avec dispositif(s) de reconstitution
60287277;3400930031711;
60287277;3400930218211;
60287373;3400932990405;
60287373;3400932990634;
60288137;3400930022016;
60288443;3400927504846;
60288817;3400949004621;
60290800;3400931112723;
60290800;3400955443834;
60291795;3400931719144;
60291941;3400935489975;
60292267;3400956653713;
60292267;3400956653881;
60292349;3400933126391;
60292573;3400930021033;
60292573;3400936251892;
60293216;3400930217191;
60293846;3400930898741;
60294713;3400939191690;
60294713;3400939191812;
60295046;3400933520823;
60295135;3400930210598;avec embout(s) buccal(aux)
60295135;3400930210598;avec pompe
60295320;3400937096218;
60295320;3400937096966;
60295320;3400939003368;
60295427;3400955026693;
60295427;3400955026730;
60296511;3400927973109;
60296511;3400927973628;
60297517;3400956197446;
60298028;3400930693636;
60298455;3400933905569;
60298932;3400936410305;
60299831;3400930241387;
60300340;3400938564631;
60300340;3400938564921;
60300340;3400938565522;
60300408;3400938511932;
60301200;3400955775201;
60302512;3400935477330;
60302512;3400937178853;
60303404;3400939000695;
60304050;3400931716181;
60304591;3400930014103;
60304591;3400938212983;
60304591;3400955004950;
60305960;3400933964351;
60305960;3400938414219;
60306813;3400957442835;
60306813;3400957443375;
60306813;3400957578190;
60306813;3400957578541;
60307032;3400937412285;
60307242;3400941553370;
60307630;3400930013748;
60308369;3400949014385;
60310861;3400934809408;
60311269;3400939808901;
60311269;3400939809151;
60311269;3400939809212;
60311803;3400936177062;
60313672;3400930115572;
60313672;3400949500994;
60314183;3400930054093;
60314183;3400930054154;
60314272;3400935991386;
60316362;3400927708312;
60316362;3400955083047;
60316362;3400958617706;
60316818;3400926955786;
60316818;3400926955847;
60316818;3400926955908;
60319789;3400926944261;
60319789;3400926944551;
60320656;3400930137727;
60321676;3400930075302;
60322461;3400930006467;
60322461;3400930006528;
60323481;3400956013364;
60323969;3400937203388;
60324658;3400930269169;
60325201;3400930011942;
60325201;3400930011959;
60326538;3400937527460;
60327056;3400934772924;
60327266;3400937223669;
60327615;3400935856913;
60328261;3400930233344;
60328432;3400932865284;
60329242;3400935516343;
60329242;3400935516404;
60329242;3400938162394;
60329242;3400938162455;
60329598;3400957850234;
60330180;3400957845490;
60330522;3400939663586;
60330586;3400932931842;
60330636;3400930208939;
60330700;3400921791501;
60330700;3400935382375;
60331738;3400949016228;
60331738;3400949016396;
60332103;3400933000042;
60335124;3400930101360;
60335291;3400930163061;
60335291;3400930166048;
60337328;3400937481243;
60337328;3400937492539;
60337762;3400936116320;
60337762;3400937290784;
60338857;3400938385540;
60339254;3400949004737;
60339717;3400936901988;
60339717;3400939534275;
60339717;3400957819019;
60339717;3400958128431;
60340413;3400930174081;
60341508;3400930012260;
60342439;3400934977220;
60342439;3400935781659;
60344066;3400927802492;
60344529;3400936247642;
60345218;3400949004973;
60345218;3400949004980;
60345905;3400955042006;
60347710;3400930172735;
60348342;3400930214732;
60349519;3400936422650;
60349711;3400930311592;
60349711;3400937701068;
60351694;3400955003960;avec dispositif(s) de reconstitution
60351986;3400930959695;
60351986;3400955337065;
60352006;3400930212363;
60352006;3400930212370;
60353108;3400931602187;
60355027;3400930643839;
60355340;3400936788145;
60355600;3400937657433;
60355600;3400937657891;
60355931;3400936967175;
60356613;3400927587702;
60356727;3400938652321;
60357359;3400927649837;
60357359;3400927650086;
60360608;3400937803816;
60360608;3400957041199;
60361959;3400956198276;
60363967;3400936869202;
60363967;3400957076269;
60364161;3400939315492;
60364161;3400939315843;
60365078;3400939190051;
60365142;3400927919800;
60365142;3400927920059;
60365740;3400930230213;
60366319;3400933858681;
60366689;3400930150276;
60366689;3400930150320;
60367022;3400949023370;
60367022;3400949023431;
60368028;3400930001431;avec adaptateur(s) pour flacon
60368028;3400930001431;avec aiguille(s)
60368099;3400932649983;
60368512;3400930047644;
60369984;3400957007133;
60370919;3400936757219;
60371120;3400930078587;
60371679;3400936961371;
60371679;3400939095677;
60371679;3400956713837;
60371992;3400941638398;
60372197;3400937340625;
60372197;3400937340793;
60372197;3400938630329;
60372215;3400932973484;
60374821;3400930698488;
60375001;3400956201679;
60375058;3400933858803;
60375720;3400935517234;
60375880;3400949288168;
60375880;3400949288229;
60375880;3400949288458;
60375930;3400937824927;
60376637;3400930198995;
60376815;3400934043765;
60377116;3400939573427;
60377803;3400934832758;
60378168;3400955028512;avec aiguille(s) filtre(s)
60378182;3400933308384;
60378182;3400933308445;
60378182;3400933308506;
60379544;3400930066874;
60382608;3400934254093;
60385248;3400930191262;avec compte-gouttes
60385433;3400957656874;
60385522;3400927636240;avec cathéter(s)
60385522;3400927636240;avec nécessaire(s)
60385682;3400932156177;
60385789;3400930098073;
60386414;3400933775155;
60386439;3400930205556;
60386460;3400949000708;
60386460;3400949000715;
60386859;3400949221851;
60386859;3400949222162;
60389531;3400934041754;
60390455;3400930154137;
60391646;3400956620074;
60391646;3400956620135;
60392513;3400949004034;
60393661;3400930078853;
60394998;3400941993695;avec gobelet(s) doseur(s)
60394998;3400941993756;avec gobelet(s) doseur(s)
60396426;3400935176950;
60396465;3400927321504;
60396465;3400930146866;
60396928;3400930164471;
60396928;3400932243266;
60397122;3400932297085;
60397122;3400932297146;
60397542;3400930066690;
60397542;3400930066713;
60397909;3400956340057;
60398167;3400939754000;
60399326;3400930232248;
60399454;3400936157712;
60399454;3400936666856;
60399956;3400936972957;
60399956;3400936973329;
60401186;3400930223352;
60401186;3400930230930;
60401745;3400933467562;
60401745;3400933467852;
60401898;3400922011455;
60403714;3400935335241;
60403714;3400935335470;
60404531;3400941599675;
60406016;3400955074922;
60406016;3400955074939;
60406016;3400955074953;
60406781;3400955052036;
60406781;3400955052050;
60406856;3400933221584;
60406938;3400937665995;
60407463;3400933776275;
60407463;3400956016037;
60408330;3400956255610;
60408405;3400955304296;
60408412;3400941684753;
60411052;3400949020188;
60415442;3400935000682;
60416081;3400930188361;
60416081;3400930188378;
60418673;3400934831287;
60418716;3400930008881;
60418851;3400935440600;
60418851;3400936170957;
60418851;3400939435589;
60420681;3400937774567;
60420681;3400937774796;
60420681;3400937774918;
60423446;3400936118331;
60423791;3400931710509;
60424338;3400934913174;
60424605;3400955997344;
60425707;3400936895164;
60427163;3400937358026;
60427163;3400937855914;
60427957;3400936406681;
60427957;3400936406742;
60427989;3400936617650;
60427989;3400936617711;
60429851;3400949003204;
60430095;3400941714603;
60430095;3400941796746;
60433166;3400930113936;
60433344;3400930093955;
60433344;3400930094013;
60433369;3400934062056;
60433629;3400930173879;
60434745;3400930244913;
60434745;3400930244937;
60434834;3400921692525;
60435263;3400935755346;
60435263;3400935755407;
60435263;3400936156470;
60436479;3400935176660;
60437428;3400939833514;
60437428;3400939833804;
60438793;3400930298725;
60439087;3400932830565;
60439525;3400933198312;
60441558;3400930137543;
60441622;3400934544408;
60441622;3400934544576;
60442838;3400927331619;
60442838;3400927331787;
60442980;3400958341120;
60443192;3400930090718;
60443413;3400957178376;
60443477;3400938527841;
60443477;3400938528152;
60443609;3400935110664;
60443801;3400926814700;
60443897;3400930236826;
60444084;3400956230716;
60445204;3400934806506;
60445784;3400936919440;
60446306;3400930182451;avec aiguille(s)
60446612;3400957255299;
60446612;3400957255350;
60446612;3400957255411;
60446612;3400957255589;
60446726;3400930162750;
60446726;3400930162767;
60446911;3400935073433;
60446911;3400935073723;
60447461;3400956445295;
60448702;3400935874191;
60449672;3400938118452;
60449672;3400938118513;
60449672;3400938118681;
60450831;3400937634779;
60450831;3400937634830;
60451456;3400930201749;
60451456;3400930201763;
60451762;3400922080062;
60453083;3400922031507;
60453083;3400930186619;
60453083;3400933529178;
60453197;3400933859053;avec cuillère-mesure
60453382;3400949004454;
60453382;3400949004461;
60454662;3400927366338;
60454662;3400949719013;
60454662;3400949719181;
60454662;3400949719242;
60455586;3400938847031;
60455586;3400939094618;
60455586;3400939094786;
60455789;3400930120866;avec tampon(s) alcoolisé(s)
60456154;3400934237706;
60456154;3400949503940;
60456154;3400949505142;
60456154;3400949507153;
60456154;3400949509744;
60456535;3400933488383;
60456948;3400937482424;
60456948;3400937482653;
60457263;3400939595078;
60457338;3400957152413;
60457719;3400930042380;
60457822;3400926827427;
60457929;3400930163245;avec dispositif(s) de sécurité de l'aiguille
60459499;3400936593893;
60460398;3400956490189;
60460398;3400956490530;
60460996;3400930165171;
60461105;3400937173599;
60461105;3400937173889;
60461984;3400932597734;
60462328;3400955605485;
60462513;3400922453842;
60462538;3400937950527;
60462659;3400930082812;
60462965;3400926993528;
60463095;3400930047651;
60463323;3400926964252;
60463871;3400934892141;
60464076;3400930211595;
60464076;3400939742403;
60464076;3400939742571;
60464222;3400934878824;
60466515;3400939221489;
60468092;3400936293885;
60468092;3400936294028;
60468103;3400938902181;
60468320;3400930109601;
60470015;3400930019344;
60470015;3400930021880;
60470499;3400932229598;
60470499;3400932229710;
60470798;3400932058662;
60470798;3400932162321;
60470990;3400932782857;
60470990;3400932783168;
60470990;3400933487614;
60472849;3400930103623;
60473157;3400927386329;
60473157;3400927386619;
60473812;3400949001460;
60473812;3400949001477;
60474889;3400935993977;
60474889;3400957095369;
60475749;3400927692949;
60476630;3400936932685;
60476979;3400930853856;
60477038;3400935409614;
60477038;3400937125284;
60477650;3400936206830;
60478097;3400930131701;
60478097;3400930131725;
60479345;3400927943461;
60479345;3400927943751;
60480212;3400927494697;
60480276;3400930147658;
60480810;3400930018514;dans stylo pré-rempli
60481517;3400927999703;
60481517;3400928000125;
60482665;3400936715394;
60483685;3400937124164;
60483685;3400937124225;
60484221;3400955762881;
60485234;3400933639389;
60485572;3400930068823;
60485953;3400930066607;
60485985;3400956492831;
60486090;3400949269068;avec injecteur(s) automatique(s)
60486279;3400930155585;
60488216;3400926775575;
60488216;3400926775636;
60489617;3400938731606;
60489617;3400938731774;
60489738;3400927901539;
60489841;3400939058368;
60489841;3400939058597;
60490256;3400930206423;
60490893;3400930028438;
60491130;3400927628146;
60491130;3400932866007;
60491130;3400938341836;
60491130;3400955833543;
60492702;3400930259054;
60493359;3400926788933;
60493619;3400933973407;
60494614;3400934718984;
60494895;3400930003060;
60495132;3400926993986;avec nécessaire(s)
60495132;3400926994068;avec nécessaire(s)
60495132;3400926994129;avec cathéter(s)
60495132;3400926994129;avec nécessaire(s)
60495132;3400926994129;avec perforateur
60495132;3400926994297;avec cathéter(s)
60495132;3400926994297;avec nécessaire(s)
60495132;3400926994297;avec perforateur
60495132;3400927707131;avec nécessaire(s)
60495132;3400927707360;avec cathéter(s)
60495132;3400927707360;avec nécessaire(s)
60495132;3400927707360;avec seringue(s)
60495132;3400933795146;
60495132;3400933795375;
60495132;3400933795436;
60495132;3400933795665;
60495132;3400933991036;avec nécessaire(s)
60495132;3400936161733;avec nécessaire(s)
60495132;3400936161962;avec cathéter(s)
60495132;3400936161962;avec nécessaire(s)
60495132;3400936161962;avec seringue(s)
60495132;3400936198005;avec nécessaire(s)
60495132;3400936198173;avec cathéter(s)
60495132;3400936198173;avec nécessaire(s)
60495132;3400936198173;avec seringue(s)
60495328;3400930218662;
60496348;3400956048892;avec seringue(s) pour administration orale
60497140;3400938023039;
60498751;3400939835815;
60498751;3400939835983;
60500519;3400930111260;
60502559;3400939856117;
60502840;3400938382587;
60503789;3400955946656;
60505950;3400936240667;
60506358;3400930165959;
60507086;3400930016732;
60507086;3400949398959;
60507271;3400927899195;
60507271;3400927899607;
60508302;3400949627769;
60508430;3400921929201;avec pompe
60508697;3400939632131;
60509781;3400957756741;
60511177;3400955051947;
60511953;3400949024612;
60512090;3400949208494;
60512090;3400949209095;
60512336;3400930221532;
60512336;3400938002386;
60512521;3400930202326;
60513032;3400930094853;
60513032;3400937045230;
60513598;3400930129623;
60513655;3400955583912;
60514006;3400935673459;
60514006;3400957666460;
60514839;3400939354873;
60514839;3400939355016;
60514839;3400949500598;
60514839;3400949500604;
60514878;3400938025569;
60514928;3400949350872;
60514928;3400949351183;
60516765;3400935337542;
60516765;3400935337771;
60516982;3400939316963;
60516982;3400939317106;
60517664;3400936442412;
60517707;3400931911999;
60518136;3400932400874;
60518378;3400937116701;
60519117;3400930169919;
60519117;3400930169926;
60519505;3400949625178;
60519505;3400949625529;
60521470;3400935244130;
60521926;3400939743523;avec protège-aiguille
60522572;3400956124237;
60524064;3400939340456;
60524573;3400935124562;
60524573;3400935124623;
60524573;3400935124791;
60524598;3400933884246;
60524598;3400936341593;
60524826;3400935609816;
60524826;3400937387811;
60526880;3400936126374;
60526880;3400936126435;
60527320;3400933024116;
60528874;3400936806917;
60529218;3400930212240;
60529613;3400939412467;
60529613;3400939412528;
60529613;3400939412696;
60529816;3400922257891;
60530882;3400936163683;
60530882;3400936163805;
60530882;3400936164055;
60530925;3400939671741;
60533348;3400958434471;
60534076;3400933116866;
60534795;3400957702632;
60534795;3400957702861;
60534795;3400957702922;
60534795;3400957703004;
60534795;3400957703172;
60535331;3400927566189;
60535623;3400930102756;
60535915;3400930223499;
60535915;3400930231005;
60536209;3400937039086;
60536209;3400938828511;
60536383;3400934133817;
60539130;3400930077665;
60539301;3400933500603;
60542703;3400930158128;
60542735;3400930161494;
60542920;3400937269155;
60542920;3400937683227;
60543082;3400930219898;
60543292;3400938596397;
60543292;3400938737578;
60545083;3400927925832;
60545343;3400930163832;
60545343;3400933704827;
60546299;3400926621070;
60546502;3400931988014;
60546502;3400955239499;
60546662;3400935998712;
60546662;3400937417310;
60548802;3400949002986;
60549391;3400932952724;
