Code_CIS;Code_CIP13;Dispositif
69846102;3400927653568;
69841984;3400930039663;
69841906;3400926789015;
69840487;3400941656958;
69840487;3400930080061;
69840366;3400930224984;
69840327;3400922301938;
69840149;3400927753725;
69839823;3400934786013;
69838148;3400922282046;
69838148;3400922281674;
69836948;3400930040119;
69836948;3400930040096;
69836147;3400930125670;
69835497;3400930201954;
69835497;3400930201947;
69835440;3400930116494;avec tampon(s) alcoolisé(s)
69835020;3400937688369;
69834801;3400936129276;
69834801;3400936128965;
69834687;3400930230329;
69833133;3400955948896;
69832939;3400930219690;
69831794;3400930060025;
69831050;3400930058350;
69829455;3400932310135;
69828759;3400949694365;avec gobelet(s) doseur(s)
69828061;3400935518354;
69828061;3400935518293;
69827059;3400937684057;
69827059;3400937272407;
69826879;3400949000746;avec aiguille(s)
69825930;3400941719455;
69825930;3400941573071;
69823317;3400935592392;
69821184;3400930230039;
69820901;3400955023753;
69819219;3400930223154;avec cuillère-mesure
69819023;3400956753239;
69819023;3400956752577;
69817200;3400949877539;
69816582;3400936671010;
69816582;3400936670877;
69816276;3400935373151;
69816276;3400935373090;
69816080;3400930057100;
69814229;3400937324076;
69814072;3400936440920;
69812744;3400926703837;
69812630;3400956232147;
69811279;3400936874343;
69811090;3400956721931;
69809723;3400938206661;
69808144;3400927723629;
69807042;3400937543378;
69806741;3400955595229;
69806588;3400930132883;
69806289;3400937411684;
69806008;3400930060278;
69805340;3400937196833;
69805340;3400935780768;
69805340;3400935780478;
69805237;3400939897158;
69804637;3400932634965;
69803752;3400955004066;"avec aiguille(s);avec dispositif(s) de transfert;avec tampon(s) alcoolisé(s)"
69802682;3400930193891;
69801139;3400939322827;
69801139;3400930202777;
69800927;3400930244661;avec aiguille(s)
69800507;3400958141676;
69800507;3400921922745;
69800507;3400921922684;
69800507;3400921922516;
69799656;3400949219780;
69798262;3400939012704;
69798127;3400936434318;avec gobelet(s) doseur(s)
69798127;3400935635549;
69798127;3400934464232;avec gobelet(s) doseur(s)
69798127;3400934464171;
69797801;3400933854089;
69797801;3400933853839;
69795857;3400938833423;
69795608;3400949983728;
69794641;3400930153512;
69793977;3400927643514;
69793728;3400956098002;
69793557;3400930190128;
69792010;3400949766666;
69792010;3400949766376;
69792010;3400949766208;
69792010;3400949765836;
69792010;3400949765775;
69792010;3400949765607;
69791937;3400921874976;
69791271;3400936466944;
69791271;3400936466883;
69791271;3400935497499;
69791271;3400935497260;
69791271;3400935497031;
69791271;3400934931215;
69791143;3400936093393;
69790109;3400949014156;
69790080;3400930243947;"avec aiguille(s);dans stylo pré-rempli"
69786534;3400930147481;
69786534;3400930147474;
69786114;3400926853389;
69785998;3400930252444;
69784800;3400930025536;
69784800;3400930025512;
69784540;3400931443728;
69784330;3400939432748;"avec adaptateur(s) pour flacon;avec aiguille(s)"
69784280;3400938250084;
69784280;3400938249835;
69783762;3400939003429;
69783762;3400930311714;
69782233;3400930123874;
69782087;3400930211427;
69781373;3400930074749;
69781373;3400930074688;
69780531;3400949446438;
69780531;3400949445608;
69779664;3400930036037;
69778288;3400935211422;
69778256;3400936808867;
69777706;3400935524676;
69777040;3400949270187;
69776892;3400935948335;avec seringue(s) pour administration orale
69774343;3400955865360;
69774343;3400931552819;
69774158;3400935951694;
69772883;3400930156520;
69772883;3400930156506;
69772221;3400930153161;
69772164;3400930152690;
69771920;3400936743250;
69771849;3400936574564;
69771614;3400926982751;
69770448;3400941673177;
69770448;3400941672637;
69770028;3400935570802;
69770003;3400934093852;
69769588;3400927490095;avec sécurité enfant
69768949;3400931808534;
69768123;3400930211168;
69767594;3400936381575;
69766923;3400955679417;
69766567;3400930180174;
69766528;3400930243916;"avec aiguille(s);dans stylo pré-rempli"
69766001;3400949000678;
69766001;3400949000661;
69765390;3400936647527;
69764662;3400933998301;
69764452;3400930139288;
69764032;3400930187937;
69763208;3400930592069;
69763208;3400930180365;
69761926;3400930141298;
69761926;3400930141281;
69761926;3400930141274;
69761794;3400930079065;
69760411;3400936575974;
69759672;3400937809610;"avec adaptateur(s) pour flacon;avec seringue(s) pour administration orale"
69758944;3400938887532;
69758944;3400938887303;
69756861;3400938665796;
69756142;3400930008867;avec spatule(s)
69754337;3400938576986;
69754337;3400936007819;
69754337;3400936007529;
69753527;3400957707835;
69753527;3400957707774;
69753527;3400957707606;
69751818;3400932827084;
69751088;3400934654039;
69749137;3400955057444;avec dispositif(s) de reconstitution
69746358;3400930068892;
69745669;3400935545787;
69744670;3400937625906;
69744389;3400927651328;
69744389;3400927651267;
69743305;3400956111978;
69743305;3400955037552;
69742865;3400932340989;
69742819;3400930056844;
69742819;3400930056806;
69742819;3400930056783;
69742445;3400927732904;
69742210;3400949004881;
69742203;3400930101124;
69742178;3400936320482;
69741731;3400937720977;
69741731;3400937328500;
69741329;3400930138052;
69740106;3400930249017;
69740017;3400935781888;
69740017;3400933832377;
69739716;3400941899973;
69739716;3400939050034;
69739716;3400939049892;
69739292;3400932648405;
69738404;3400949898350;
69737836;3400934249013;
69737206;3400956201501;
69736549;3400927984853;
69735867;3400939674704;
69735867;3400939674643;
69734808;3400935205278;
69734808;3400934738975;
69734142;3400930092309;
69734039;3400949004676;
69734039;3400949004669;
69733859;3400938527322;
69733859;3400938527032;
69733268;3400935428134;
69733236;3400949001309;
69733040;3400938839456;
69733040;3400938839166;
69731801;3400932970414;
69730375;3400934644962;
69729519;3400930150641;
69729088;3400936051522;
69729088;3400936051461;
69727429;3400930203927;
69726665;3400927606434;avec compte-gouttes
69726341;3400930119570;
69725606;3400926888398;
69725606;3400926888169;
69725264;3400936077836;avec aiguille(s)
69724301;3400937952309;
69724251;3400955345688;
69724251;3400937233484;
69724251;3400935125514;
69724187;3400927607905;
69724187;3400927607783;
69723943;3400930190227;
69723217;3400930428559;
69723053;3400930018125;
69723053;3400930018118;
69723039;3400926826017;
69723039;3400926825874;
69722250;3400930220245;
69722236;3400955695493;
69722236;3400935748713;
69722161;3400936808577;
69721369;3400936115378;
69720897;3400936580947;
69719585;3400930092989;
69719585;3400930008720;
69719293;3400955068198;
69719090;3400930998557;
69718946;3400938359176;
69718483;3400934376313;
69718024;3400930159408;
69717844;3400938053425;
69716824;3400935436696;
69716450;3400949246175;
69716450;3400939536637;
69716272;3400932954506;
69715754;3400937595537;
69715252;3400936196223;
69714150;3400941971464;
69714150;3400941971006;
69713550;3400934135019;
69713511;3400931436454;
69713034;3400936558717;
69710789;3400935295927;
69710351;3400934830747;
69710020;3400930156797;
69710020;3400930146668;
69710020;3400930146651;
69710020;3400930146644;
69709274;3400930102480;
69709274;3400930102374;
69709274;3400930094655;
69709274;3400930094631;
69709274;3400930094464;
69709274;3400930094433;
69708941;3400932311835;
69706972;3400932332366;
69706381;3400930215418;
69706253;3400933666354;
69706253;3400933602130;
69705653;3400958384523;avec adaptateur(s) pour flacon
69704932;3400936120280;
69704761;3400936093515;
69702372;3400930178980;
69702372;3400930178966;
69701943;3400939185668;
69701039;3400949476183;
69700567;3400930512685;
69700033;3400936953918;avec seringue(s) pour administration orale
69700033;3400932334209;avec seringue(s) pour administration orale
69699613;3400937562768;
69699339;3400932500970;
69699257;3400938482393;
69699257;3400938481853;
69697199;3400937013413;
69696186;3400949001262;
69696186;3400949001255;
69695547;3400937842495;
69694541;3400933502843;
69694541;3400930181713;
69694018;3400939438542;
69693507;3400938734966;
69693507;3400938734737;
69690354;3400930230336;
69690354;3400930144633;
69688894;3400934412134;
69688620;3400930079799;avec aiguille(s)
69688360;3400937908825;
69687290;3400956406036;
69686498;3400930039595;
69685535;3400930239490;
69684369;3400930177266;
69681960;3400938380118;
69681960;3400938379808;
69681469;3400930057797;
69681469;3400930057773;
69681070;3400930223543;
69678277;3400936308718;
69677556;3400938280180;
69677556;3400938279870;
69677556;3400938279702;
69675822;3400930026106;
69674026;3400921931211;
69673433;3400930176115;
69673102;3400938177824;
69673091;3400930155547;avec gobelet(s) doseur(s)
69672096;3400935091871;
69671845;3400934042874;
69671845;3400930224342;
69671845;3400930224311;
69671343;3400956180585;
69671343;3400956180417;
69671343;3400956180356;
69669723;3400930764176;
69668703;3400932790661;
69668482;3400936280878;
69668482;3400936271883;
69668450;3400935459060;
69667989;3400935181114;
69667989;3400935181053;
69667836;3400957415921;
69667569;3400934732652;
69666976;3400936137080;
69666766;3400930214312;
69666321;3400933323691;
69663909;3400927841705;
69663841;3400934198571;
69663414;3400930077696;
69662344;3400938168020;
69662077;3400935747471;
69661235;3400958655326;
69661235;3400930213865;
69661235;3400927842016;
69661235;3400927841934;
69661228;3400937910255;
69661139;3400927646355;
69659914;3400957712228;
69659914;3400957712167;
69659914;3400957711917;
69658214;3400930150764;
69658214;3400930150740;
69658075;3400933898663;
69656722;3400958698378;
69656583;3400930022863;
69654116;3400941703836;
69654116;3400941572821;
69653644;3400930044605;"avec aiguille(s);dans stylo pré-rempli"
69652396;3400934385247;
69651878;3400933796495;
69651223;3400931872757;
69650566;3400930163597;
69649845;3400935153609;
69649126;3400934292293;
69646945;3400930822401;
69646557;3400941779138;
69646557;3400938455489;
69645626;3400941882364;
69645626;3400941882135;
69645576;3400939259161;
69645380;3400949002252;
69645380;3400949002245;
69644015;3400930118771;
69643899;3400932812585;
69643760;3400938098488;
69643237;3400933553302;
69642982;3400930059821;avec aiguille(s)
69641873;3400937777698;
69641318;3400936951037;
69638788;3400932595433;
69638464;3400955029021;
69638464;3400930153079;
69638464;3400930081808;
69638464;3400927896354;
69638464;3400927895814;
69637743;3400932522453;
69636666;3400933701574;
69636399;3400937665018;
69636132;3400955243113;
69636132;3400931878612;
69635009;3400931325703;
69634836;3400933121488;
69634537;3400957323929;
69634537;3400957187361;
69634537;3400957187132;
69633353;3400930122129;
69633093;3400927716065;
69633093;3400927715983;
69632034;3400930128336;
69630186;3400930408919;
69628395;3400936948075;
69627877;3400939534794;
69627140;3400939593357;avec aiguille(s)
69626437;3400956768257;
69624646;3400930139998;
69624646;3400930114858;
69624532;3400935298539;
69624258;3400949000753;
69622809;3400937977203;
69622809;3400937977142;
69622218;3400955843429;
69621899;3400926943141;
69620719;3400933940119;
69620498;3400937943604;
69620498;3400937943543;
69620498;3400936253094;
69619243;3400936030299;
69618515;3400955865070;
69618515;3400930971871;
69614207;3400933865146;
69613703;3400926783501;avec adaptateur
69612658;3400930164723;
69612658;3400930164716;
69612398;3400936964273;
69612398;3400936964105;
69610664;3400930220290;
69610529;3400938970258;
69610283;3400931419716;
69608841;3400933587710;
69607764;3400955085324;avec aiguille(s) filtre(s)
69607764;3400930063439;
69607230;3400930208663;
69606865;3400932008056;
69606819;3400934130045;
69606819;3400934052460;
69605749;3400930057674;
69604750;3400930172063;
69604608;3400937713016;
69602201;3400932550777;
69602023;3400958044472;
69602023;3400941964312;
69599253;3400927759239;
69599043;3400956245383;
69599043;3400956025770;
69597619;3400958041570;avec seringue(s)
69597074;3400934627583;
69596691;3400930124093;
69596271;3400930172056;
69594548;3400935978721;
69594530;3400935224088;
69594377;3400926690496;
69594377;3400926690328;
69594306;3400935952936;
69593873;3400930007730;
69593873;3400926689667;
69593873;3400926688837;
69592294;3400939845869;
69592038;3400958503412;
69592038;3400956613960;
69591915;3400937782951;
69591915;3400935561756;
69591915;3400935561695;
69590806;3400949501007;
69590806;3400930001226;
69590076;3400939631301;
69590076;3400939630939;
69589818;3400949875528;
69588627;3400930241820;
69588545;3400935159281;
69588470;3400939498744;
69586658;3400930067963;
69586423;3400937712644;
69586423;3400937694681;
69586398;3400956538829;
69586327;3400955837046;
69586252;3400930168929;
69585499;3400949899012;
69585499;3400949898879;
69585360;3400936116610;
69584479;3400932331994;
69584073;3400931923138;
69584073;3400931923077;
69582503;3400957464547;
69582503;3400957464486;
69582503;3400957464318;
69582275;3400938703221;
69582275;3400938702910;
69581846;3400939591865;avec aiguille(s)
69581821;3400937833271;
69580203;3400957143886;
69579980;3400938151749;
69578572;3400930249161;
69578113;3400956323029;
69577958;3400930163399;
69576201;3400934617539;
69575804;3400956311132;
69575220;3400930849316;avec gobelet(s) doseur(s)
69572441;3400938860108;
69571802;3400932670406;
69570312;3400927731662;
69568788;3400935357014;
69568222;3400934779787;
69567729;3400930144121;avec tampon(s) alcoolisé(s)
69567729;3400930144114;avec tampon(s) alcoolisé(s)
69567024;3400939333243;
69567024;3400939333182;
69566673;3400956200320;
69565895;3400933702694;
69565895;3400930184547;
69565621;3400930852446;
69565411;3400957695675;
69565055;3400927626135;
69564537;3400939412009;
69564327;3400939220659;
69564327;3400930166475;
69563150;3400936747104;
69562970;3400933809775;
69562874;3400936759459;
69560873;3400955080855;
69560065;3400939646909;
69560065;3400939646497;
69559554;3400937242301;
69559554;3400936478541;
69559248;3400932886227;
69558317;3400958721014;
69557560;3400938879438;
69557432;3400938154931;
69557432;3400938154641;
69557432;3400937138642;
69556818;3400939159126;
69556818;3400939158815;
69556750;3400934427381;
69556437;3400930266472;
69556177;3400936433656;
69555470;3400932521272;
69555100;3400930495674;
69554265;3400930239001;
69553715;3400956259861;
69553494;3400956545452;
69553494;3400936433366;
69553494;3400936432994;
69553238;3400935508768;
69553238;3400934714443;
69552499;3400934810695;
69552232;3400938337006;
69550690;3400930190432;
69549916;3400936102651;
69549631;3400930027271;
69548668;3400927934308;
69548668;3400927934247;
69548508;3400927520006;
69548383;3400937312011;
69548383;3400936144415;
69547317;3400955221340;
69546553;3400922410678;"avec distributeur(s);avec pompe"
69546553;3400922410500;"avec distributeur(s);avec pompe"
69546215;3400935848178;
69545939;3400921737271;
69545330;3400955072430;dans stylo pré-rempli
69545330;3400930204429;dans stylo pré-rempli
69545056;3400930069080;
69544933;3400932046546;
69544933;3400932023592;
69544246;3400930157497;avec gobelet(s) doseur(s)
69544246;3400930157480;avec gobelet(s) doseur(s)
69544189;3400930245774;
69543888;3400930069424;
69543863;3400936760578;
69543678;3400935524737;
69542779;3400935856852;
69541570;3400930089514;
69541549;3400958578403;
69540696;3400937686068;
69540696;3400935400567;
69540251;3400936601741;
69539377;3400930135167;
69537967;3400949723782;
69537967;3400949723034;
69537967;3400949722891;
69537839;3400937296588;
69537839;3400933117757;
69537376;3400955864820;
69537376;3400930971703;
69537173;3400930323199;
69537134;3400958465697;avec applicateur(s)
69537134;3400955062400;avec applicateur(s)
69537134;3400926991166;avec applicateur(s)
69537134;3400926990794;avec applicateur(s)
69537134;3400926990336;avec applicateur(s)
69537091;3400930077726;
69537045;3400930183410;
69536979;3400930102688;
69536790;3400930198599;avec aiguille(s)
69536527;3400921924817;
69536527;3400921924756;
69533805;3400930242629;
69532710;3400930082416;
69532710;3400930082362;
69532685;3400939048543;
69531932;3400930181577;
69531932;3400930181560;
69531932;3400930181522;
69531932;3400930181508;
69531932;3400927817922;
69531932;3400927817861;
69531932;3400927567711;
69531932;3400927567650;
69531804;3400955023012;
69531658;3400956353064;
69531658;3400955059080;
69531658;3400935757937;
69531658;3400935757876;
69531658;3400930159101;
69531658;3400930159095;
69531462;3400930164631;
69530780;3400930229613;
69530022;3400937411226;
69525705;3400930208502;"avec embout(s) nasal(aux);avec pompe(s) doseuse(s)"
69522794;3400931886594;avec seringue(s) pour administration orale
69522794;3400930079843;avec seringue(s) pour administration orale
69522513;3400930224618;
69522513;3400930183113;
69522513;3400930183090;
69521824;3400934976339;
69521824;3400930094846;
69521735;3400930192566;
69521265;3400931544883;
69521265;3400931544654;
69520658;3400930085806;
69520448;3400939493251;
69520448;3400939492940;
69520448;3400939492711;
69520003;3400930002346;avec spatule(s)
69520003;3400921897630;avec spatule(s)
69519524;3400927401619;
69519524;3400927401497;
69518205;3400930221563;avec distributeur(s)
69516229;3400930100233;
69516026;3400930020012;
69515643;3400934779848;
69515077;3400934689918;
69515077;3400931109181;
69514954;3400930089170;
69513934;3400939203799;
69513592;3400955004257;
69513592;3400955004240;
69513592;3400955004233;
69513592;3400955004226;
69513592;3400955004219;
69512818;3400933546328;
69511634;3400937937399;
69511004;3400921920383;
69511004;3400921920154;
69510055;3400930127353;
69510055;3400930127308;
69509672;3400941591570;
69509672;3400941591051;
69506459;3400936685147;
69506459;3400934210211;
69505624;3400921972603;
69505624;3400921972542;
69505268;3400935658722;
69505147;3400934398483;avec pipette(s) doseuse(s)
69505147;3400934398193;avec pipette(s) doseuse(s)
69505147;3400934398025;avec pipette(s) doseuse(s)
69504216;3400930234631;
69504052;3400930057414;
69503737;3400932054411;
69503071;3400949765256;
69503071;3400949765027;
69503071;3400949764655;
69503071;3400949764594;
69502717;3400930148891;
69502717;3400930148853;
69501782;3400949027392;
69501782;3400949027224;
69501597;3400958571947;
69501597;3400956454051;
69501565;3400949399499;
69501476;3400935572233;
69501476;3400931739593;
69501024;3400933737535;
69499833;3400941784569;
69499833;3400941784279;
69498681;3400930253038;
69498681;3400930253014;
69498425;3400930147078;
69498279;3400955009092;
69498222;3400941660979;
69497921;3400936596627;
69497729;3400931923428;
69497729;3400930092637;
69497711;3400937626965;
69497711;3400932575442;
69497348;3400930232774;
69497177;3400931384144;
69496132;3400949000869;
69494932;3400933937218;
69494708;3400934908033;
69494455;3400934313219;avec kit de contrôle
69493862;3400937575195;
69493182;3400938213416;
69492664;3400939908656;
69492664;3400939907994;
69492664;3400939907475;
69492618;3400930255216;
69491847;3400939108087;
69491847;3400939102344;
69491669;3400927463532;
69491669;3400927463181;
69491256;3400949004423;
69491256;3400949004416;
69490275;3400937287364;
69490275;3400937287135;
69490193;3400939076287;
69490072;3400939391144;
69489433;3400930114735;
69489433;3400930114728;
69489312;3400939439372;
69489216;3400930220139;
69489216;3400930220122;
69488452;3400937768764;
69488210;3400941628115;
69487126;3400956374526;
69486152;3400949003969;
69485940;3400956330980;
69485666;3400936593145;
69485328;3400933387747;
69485328;3400933387457;
69484781;3400922111841;
69483042;3400922191164;"avec aiguille(s);avec aiguille(s);dans stylo jetable;dans stylo jetable"
69482905;3400936076136;
69482353;3400935259097;
69481664;3400936565630;
69481162;3400921907377;
69481162;3400921907209;
69480950;3400932549887;
69480950;3400932549719;
69480060;3400922015019;
69477687;3400938427165;
69477687;3400938426915;
69476628;3400938816334;
69476628;3400938221688;
69476418;3400930184684;
69476418;3400930160893;
69475939;3400936659063;
69475939;3400936658752;
69475597;3400927480331;
69474926;3400935668196;
69474926;3400930117293;
69474118;3400937732406;
69473824;3400937080538;
69473824;3400937079938;
69473265;3400930053102;
69473265;3400930053065;
69473009;3400930134337;
69473009;3400930134306;
69472455;3400930177730;
69472195;3400930020197;"avec aiguille(s);avec seringue(s)"
69472124;3400955783763;
69471136;3400949416271;
69470867;3400930017746;
69470123;3400949502479;
69470123;3400949500697;
69470123;3400949500178;
69469719;3400937628976;
69468962;3400938087772;
69467732;3400955948957;
69467344;3400937777520;
69467344;3400937166966;
69466146;3400956030682;
69466146;3400937199445;
69466146;3400934306983;
69465172;3400930189122;
69464049;3400930217481;avec cuillère-mesure
69461099;3400937680844;
69461099;3400935466624;
69459098;3400930040140;
69458263;3400938871043;
69458135;3400930223789;
69458053;3400949000364;
69457752;3400936752474;
69457211;3400934375361;
69457193;3400930091142;
69456091;3400934691638;
69455705;3400935296467;
69454261;3400958397240;
69452417;3400930208267;
69451945;3400930031971;
69451322;3400937859875;
69451322;3400937859707;
69451151;3400927926372;
69449741;3400934499821;
69449143;3400955985686;
69449086;3400934851339;
69448600;3400957638726;
69448600;3400935766052;
69448600;3400930165515;
69448326;3400927705120;
69448283;3400930060988;
69448283;3400927968426;
69448283;3400927968136;
69448283;3400927967184;
69447459;3400937816991;
69445593;3400949508105;
69445593;3400949508044;
69445593;3400949503889;
69445593;3400949503599;
69445593;3400934848667;
69445593;3400934848438;
69445376;3400933408480;
69444281;3400930024119;
69444281;3400930024102;
69443966;3400936404380;
69443806;3400937233255;
69443749;3400933242466;
69443642;3400930192672;
69443560;3400930152263;
69443489;3400930998328;
69443208;3400949001620;
69442095;3400955575757;
69441965;3400930219997;
69441965;3400930199138;
69441965;3400930087299;
69441755;3400949719532;
69441755;3400949719471;
69441755;3400927366796;
69440571;3400930141601;
69440226;3400936393523;
69440048;3400935319562;
69439793;3400930130919;
69439793;3400930117736;
69439245;3400958579462;
69439163;3400927801891;
69438015;3400930155493;
69437714;3400941759086;
69437714;3400941758775;
69437098;3400931307372;
69436263;3400930230992;
69436263;3400930223468;
69435752;3400935445803;
69434084;3400932610723;
69431992;3400936774537;
69431992;3400930198391;
69430342;3400937477161;
69429557;3400927448393;
69429411;3400933917395;
69429411;3400933917227;
69429411;3400926692278;avec cuillère-mesure
69429411;3400926692100;avec cuillère-mesure
69428971;3400932884506;
69427168;3400938721898;
69427168;3400930022030;
69426155;3400938291247;
69426034;3400949172962;
69426034;3400949172733;
69424909;3400936797598;
69424492;3400921798135;
69424492;3400921798074;
69424357;3400938677225;
69423935;3400930008713;
69422609;3400957517748;
69422609;3400957517687;
69422609;3400955003243;
69422609;3400955003212;
69422057;3400939183947;
69420661;3400936089204;
69419901;3400955090366;
69419292;3400938651089;
69417640;3400930213292;
69416855;3400956035946;
69415237;3400930184554;
